종목명,티커,작성일자,현재가,ROE_최근,ROE_전기,부채비율_최근,부채비율_전기,유보율_최근,유보율_전기,PER_최근,PER_전기,PBR_최근,PBR_전기,매출액_최근,매출액_전기,영업이익_최근,영업이익_전기,순이익_최근,순이익_전기,최신뉴스
삼성전자,005930,2025-05-19,55800,9.03,8.79,27.93,27.19,"41,772.84","41,198.62",10.75,13.03,0.92,1.11,"757,883","790,987","64,927","91,834","77,544","101,009","['https://finance.naver.com/item/news_read.naver?article_id=0003542346&office_id=081&code=005930&sm=entity_id.basic', 'https://finance.naver.com/item/news_read.naver?article_id=0002473257&office_id=016&code=005930&sm=entity_id.basic', 'https://finance.naver.com/item/news_read.naver?article_id=0005494976&office_id=009&code=005930&sm=entity_id.basic']"
